date,total_crimes,theft,battery,burglary,assault,narcotics,criminal_damage,arrest_count,domestic_count,tmax_c,tmin_c,tmax_f,tmin_f,prcp_mm,snow_mm,snwd_mm,awnd_ms
2019-08-06,787,179,142,40,62,49,87,162,137,29.4,19.4,84.91999999999999,66.92,0.3,0.0,0.0,3.0
2019-08-07,781,184,129,30,50,68,92,196,135,31.1,18.9,87.98,66.02,0.0,0.0,0.0,3.5
2019-08-08,822,227,148,35,51,44,66,186,146,30.6,19.4,87.08000000000001,66.92,0.3,0.0,0.0,4.5
2019-08-09,796,212,150,32,54,39,75,177,143,28.3,16.7,82.94,62.059999999999995,0.0,0.0,0.0,2.6
2019-08-10,801,175,182,34,68,25,85,159,180,30.0,19.4,86.0,66.92,0.0,0.0,0.0,2.4
2019-08-11,802,186,181,25,56,35,99,172,186,27.8,19.4,82.04,66.92,0.0,0.0,0.0,3.3
2019-08-12,708,204,133,21,58,45,57,134,141,28.9,21.7,84.02,71.06,12.7,0.0,0.0,2.2
2019-08-13,764,204,108,31,55,48,93,159,123,30.0,19.4,86.0,66.92,4.8,0.0,0.0,3.0
2019-08-14,796,192,134,25,70,50,92,178,146,28.3,18.9,82.94,66.02,0.0,0.0,0.0,3.2
2019-08-15,815,212,133,29,79,44,90,177,152,26.1,17.2,78.98,62.959999999999994,0.0,0.0,0.0,3.5
2019-08-16,776,186,122,38,63,62,78,178,126,28.9,17.8,84.02,64.04,0.0,0.0,0.0,3.4
2019-08-17,812,191,179,37,59,41,91,176,162,25.0,19.4,77.0,66.92,4.6,0.0,0.0,2.2
2019-08-18,761,152,193,24,52,37,96,163,180,27.8,20.0,82.04,68.0,21.8,0.0,0.0,3.5
2019-08-19,792,172,128,26,68,48,82,170,156,29.4,20.0,84.91999999999999,68.0,0.0,0.0,0.0,2.1
2019-08-20,733,174,128,25,61,47,86,150,157,24.4,20.0,75.92,68.0,8.9,0.0,0.0,1.7
2019-08-21,722,198,111,27,48,56,75,180,135,28.3,18.3,82.94,64.94,0.5,0.0,0.0,2.8
2019-08-22,754,194,135,29,58,37,82,141,132,24.4,17.8,75.92,64.04,0.0,0.0,0.0,4.7
2019-08-23,781,221,126,36,56,59,88,175,139,23.3,14.4,73.94,57.92,0.0,0.0,0.0,4.6
2019-08-24,819,198,177,31,56,45,95,164,175,23.9,15.6,75.02,60.08,0.0,0.0,0.0,3.6
2019-08-25,767,157,206,22,64,43,89,174,191,25.6,16.1,78.08,60.980000000000004,0.0,0.0,0.0,4.6
2019-08-26,730,168,125,38,66,41,61,151,144,24.4,17.8,75.92,64.04,35.6,0.0,0.0,4.3
2019-08-27,733,194,128,30,48,44,84,159,129,26.1,18.3,78.98,64.94,0.0,0.0,0.0,4.4
2019-08-28,755,223,128,23,64,40,66,165,134,23.9,15.0,75.02,59.0,0.0,0.0,0.0,5.2
2019-08-29,776,204,139,38,52,39,73,149,150,28.9,14.4,84.02,57.92,0.0,0.0,0.0,5.7
2019-08-30,770,173,137,18,61,66,79,189,130,23.3,15.0,73.94,59.0,0.0,0.0,0.0,2.6
2019-08-31,775,200,151,25,51,47,76,192,149,23.9,16.1,75.02,60.980000000000004,2.8,0.0,0.0,4.2
2019-09-01,906,198,171,37,57,44,95,196,175,22.8,16.7,73.04,62.059999999999995,8.6,0.0,0.0,2.0
2019-09-02,779,191,166,31,67,33,68,186,178,27.8,16.1,82.04,60.980000000000004,0.0,0.0,0.0,2.9
2019-09-03,684,175,107,26,54,46,68,153,128,26.7,19.4,80.06,66.92,5.6,0.0,0.0,5.5
2019-09-04,687,193,113,27,57,47,51,135,120,20.6,15.0,69.08,59.0,0.0,0.0,0.0,4.0
2019-09-05,652,170,122,28,48,34,65,143,123,23.3,13.3,73.94,55.94,0.0,0.0,0.0,2.2
2019-09-06,774,195,133,31,52,51,77,171,123,22.2,16.1,71.96,60.980000000000004,0.0,0.0,0.0,5.0
2019-09-07,739,183,163,27,63,42,81,162,161,25.6,13.3,78.08,55.94,0.0,0.0,0.0,3.7
2019-09-08,722,145,178,21,60,29,82,154,171,18.9,16.7,66.02,62.059999999999995,0.8,0.0,0.0,3.7
2019-09-09,780,184,137,37,61,42,71,170,137,24.4,16.7,75.92,62.059999999999995,0.5,0.0,0.0,3.4
2019-09-10,725,188,142,33,64,32,62,142,146,32.2,21.7,89.96000000000001,71.06,0.0,0.0,0.0,4.2
2019-09-11,752,171,146,30,53,56,78,178,141,31.7,20.0,89.06,68.0,4.8,0.0,0.0,4.1
2019-09-12,786,214,146,32,76,42,85,162,134,25.6,17.2,78.08,62.959999999999994,7.1,0.0,0.0,3.6
2019-09-13,818,198,179,25,57,47,95,184,160,25.0,16.7,77.0,62.059999999999995,34.3,0.0,0.0,5.3
2019-09-14,764,173,161,23,60,49,96,167,169,26.7,13.3,80.06,55.94,1.5,0.0,0.0,3.4
2019-09-15,785,150,186,24,73,29,88,154,179,25.6,17.2,78.08,62.959999999999994,10.9,0.0,0.0,3.6
2019-09-16,807,202,141,34,66,40,81,162,155,23.3,17.8,73.94,64.04,0.0,0.0,0.0,3.5
2019-09-17,782,171,146,34,71,40,82,153,144,25.6,18.3,78.08,64.94,0.0,0.0,0.0,2.7
2019-09-18,757,176,138,34,77,46,83,168,129,27.8,16.7,82.04,62.059999999999995,0.0,0.0,0.0,3.3
2019-09-19,792,179,141,33,66,41,101,174,143,28.3,17.2,82.94,62.959999999999994,0.3,0.0,0.0,2.5
2019-09-20,817,219,150,21,58,49,71,157,145,28.9,20.0,84.02,68.0,0.0,0.0,0.0,1.7
2019-09-21,758,182,151,21,59,33,95,153,167,25.6,21.7,78.08,71.06,4.3,0.0,0.0,5.4
2019-09-22,658,159,151,27,44,25,70,127,148,25.0,18.9,77.0,66.02,37.3,0.0,0.0,4.5
2019-09-23,771,195,130,30,68,33,92,144,119,23.3,15.0,73.94,59.0,0.0,0.0,0.0,4.0
2019-09-24,758,191,129,37,58,45,81,159,136,26.1,14.4,78.98,57.92,0.0,0.0,0.0,5.4
2019-09-25,714,166,123,32,63,52,73,155,127,26.1,16.7,78.98,62.059999999999995,0.0,0.0,0.0,5.7
2019-09-26,709,169,137,29,53,34,68,149,130,22.2,13.3,71.96,55.94,0.0,0.0,0.0,4.0
2019-09-27,669,170,123,29,42,31,61,127,137,20.6,14.4,69.08,57.92,57.9,0.0,0.0,4.7
2019-09-28,700,170,135,30,55,43,69,151,111,18.9,11.7,66.02,53.06,4.8,0.0,0.0,6.1
2019-09-29,712,174,163,14,54,31,92,126,166,18.9,15.6,66.02,60.08,14.5,0.0,0.0,3.4
2019-09-30,756,195,113,38,55,41,89,147,137,29.4,17.2,84.91999999999999,62.959999999999994,0.0,0.0,0.0,3.9
2019-10-01,894,199,136,32,71,55,78,176,164,30.0,20.0,86.0,68.0,0.0,0.0,0.0,4.5
2019-10-02,734,192,118,36,62,40,70,139,107,20.0,13.9,68.0,57.02,44.7,0.0,0.0,4.7
2019-10-03,732,183,105,32,70,48,60,142,129,19.4,9.4,66.92,48.92,14.5,0.0,0.0,4.6
2019-10-04,717,185,123,33,53,53,72,162,113,14.4,7.2,57.92,44.96,0.0,0.0,0.0,4.9
2019-10-05,726,177,140,26,52,49,101,153,148,17.2,8.9,62.959999999999994,48.02,6.9,0.0,0.0,4.2
2019-10-06,670,174,127,27,56,34,79,149,144,19.4,9.4,66.92,48.92,0.0,0.0,0.0,4.3
2019-10-07,748,170,141,32,62,51,82,161,114,20.6,8.9,69.08,48.02,0.0,0.0,0.0,3.3
2019-10-08,712,177,129,37,68,44,72,137,121,21.1,7.8,69.98,46.04,0.0,0.0,0.0,1.9
2019-10-09,736,169,117,24,56,51,83,167,119,21.1,10.0,69.98,50.0,0.0,0.0,0.0,3.5
2019-10-10,649,144,104,29,48,46,74,132,103,21.1,12.2,69.98,53.96,4.8,0.0,0.0,3.9
2019-10-11,731,188,114,30,66,45,77,170,124,19.4,3.9,66.92,39.02,15.0,0.0,0.0,5.5
2019-10-12,733,183,121,29,45,48,94,168,128,12.2,1.7,53.96,35.06,0.0,0.0,0.0,6.2
2019-10-13,697,168,155,15,44,22,95,131,164,11.1,2.8,51.98,37.04,0.0,0.0,0.0,4.7
2019-10-14,687,174,109,31,55,41,68,162,116,12.2,2.8,53.96,37.04,0.0,0.0,0.0,3.1
2019-10-15,746,195,110,35,66,37,69,137,106,16.7,5.0,62.059999999999995,41.0,0.0,0.0,0.0,4.7
2019-10-16,743,192,122,30,50,41,72,140,115,11.1,5.0,51.98,41.0,0.0,0.0,0.0,6.3
2019-10-17,677,176,111,19,49,33,71,135,105,12.2,4.4,53.96,39.92,0.0,0.0,0.0,2.5
2019-10-18,705,173,112,24,59,39,63,133,132,15.0,3.3,59.0,37.94,0.0,0.0,0.0,3.1
2019-10-19,719,156,179,33,55,32,83,151,154,20.0,6.7,68.0,44.06,0.0,0.0,0.0,3.5
2019-10-20,720,158,155,22,62,28,107,142,150,17.2,8.9,62.959999999999994,48.02,0.0,0.0,0.0,3.3
2019-10-21,713,164,139,37,54,29,83,114,134,19.4,10.0,66.92,50.0,1.3,0.0,0.0,7.0
2019-10-22,660,147,117,29,56,33,70,133,111,10.6,6.7,51.08,44.06,0.3,0.0,0.0,7.7
2019-10-23,702,183,114,35,63,33,73,135,113,14.4,3.9,57.92,39.02,0.5,0.0,0.0,3.9
2019-10-24,716,203,107,25,55,50,83,174,116,10.0,5.6,50.0,42.08,0.0,0.0,0.0,2.8
2019-10-25,755,217,140,24,50,44,67,151,131,8.9,2.8,48.02,37.04,0.0,0.0,0.0,1.7
2019-10-26,561,134,124,19,39,22,61,105,128,8.9,2.2,48.02,35.96,55.4,0.0,0.0,5.6
2019-10-27,702,176,155,19,47,24,79,134,156,14.4,5.6,57.92,42.08,1.0,0.0,0.0,4.3
2019-10-28,663,162,132,32,55,13,76,119,121,9.4,5.0,48.92,41.0,0.0,0.0,0.0,1.7
2019-10-29,637,172,107,30,55,45,47,147,119,7.2,1.7,44.96,35.06,3.8,0.0,0.0,3.7
2019-10-30,579,148,101,17,49,30,58,116,125,5.0,0.0,41.0,32.0,15.7,30.0,30.0,5.5
2019-10-31,590,155,99,20,56,28,62,115,118,0.6,-3.8,33.08,25.16,7.9,86.0,0.0,6.7
2019-11-01,872,198,128,33,53,42,85,166,167,6.7,-4.9,44.06,23.18,0.3,0.0,50.0,4.3
2019-11-02,665,160,144,21,59,30,80,121,147,5.6,-0.5,42.08,31.1,0.0,0.0,0.0,4.7
2019-11-03,721,167,164,21,70,36,84,169,173,11.7,-1.0,53.06,30.2,0.0,0.0,0.0,3.5
2019-11-04,672,180,135,26,44,46,62,121,128,10.6,3.3,51.08,37.94,0.0,0.0,0.0,4.8
2019-11-05,637,139,108,29,47,43,68,140,116,4.4,-1.0,39.92,30.2,0.0,0.0,0.0,3.4
2019-11-06,663,139,117,34,58,40,58,134,125,12.8,-1.6,55.04,29.12,0.3,0.0,0.0,5.1
2019-11-07,666,173,111,27,57,31,73,151,117,-0.5,-6.6,31.1,20.12,0.0,3.0,0.0,5.0
2019-11-08,682,157,113,25,49,46,57,151,136,0.0,-8.8,32.0,16.16,0.0,0.0,0.0,3.2
2019-11-09,712,166,134,27,47,38,77,144,137,7.8,-2.7,46.04,27.14,0.0,0.0,0.0,4.6
2019-11-10,652,116,155,17,41,33,81,149,146,6.1,0.6,42.980000000000004,33.08,1.0,0.0,0.0,3.8
2019-11-11,495,112,78,18,34,34,47,122,95,0.6,-10.5,33.08,13.100000000000001,6.4,86.0,50.0,7.5
2019-11-12,550,151,85,26,37,33,40,115,95,-8.2,-13.8,17.240000000000002,7.16,0.0,0.0,80.0,4.2
2019-11-13,578,153,94,27,36,34,47,126,114,-2.7,-11.6,27.14,11.120000000000001,0.0,0.0,50.0,5.2
2019-11-14,579,166,86,20,59,36,41,130,89,-1.0,-4.3,30.2,24.26,0.3,5.0,50.0,3.2
2019-11-15,761,195,133,35,47,44,72,161,134,3.3,-5.5,37.94,22.1,0.0,0.0,50.0,2.7
2019-11-16,665,152,134,28,47,44,66,151,136,5.6,-3.2,42.08,26.240000000000002,0.0,0.0,30.0,2.4
2019-11-17,702,173,155,19,34,36,87,155,162,4.4,-2.7,39.92,27.14,1.0,0.0,0.0,2.9
2019-11-18,686,171,119,26,58,41,65,143,132,4.4,1.1,39.92,33.98,0.0,0.0,0.0,2.3
2019-11-19,687,169,110,28,55,29,69,109,132,5.0,1.7,41.0,35.06,0.3,0.0,0.0,1.3
2019-11-20,731,186,138,30,61,37,57,147,127,8.3,3.3,46.94,37.94,0.0,0.0,0.0,2.9
2019-11-21,663,161,117,37,55,29,65,134,109,12.2,2.8,53.96,37.04,13.0,0.0,0.0,6.6
2019-11-22,729,165,123,29,52,60,67,180,124,3.3,-2.1,37.94,28.22,0.0,0.0,0.0,3.0
2019-11-23,703,180,136,30,51,44,89,152,146,4.4,-4.3,39.92,24.26,0.0,0.0,0.0,2.8
2019-11-24,700,157,143,24,56,35,67,177,154,10.0,0.0,50.0,32.0,0.0,0.0,0.0,4.2
2019-11-25,697,196,99,34,44,38,69,138,118,11.7,2.8,53.06,37.04,0.0,0.0,0.0,3.2
2019-11-26,678,178,142,17,47,39,64,156,123,10.0,0.0,50.0,32.0,9.4,0.0,0.0,3.4
2019-11-27,638,172,95,34,59,34,59,123,113,12.8,0.6,55.04,33.08,6.4,0.0,0.0,9.4
2019-11-28,508,99,127,24,40,16,58,91,142,2.8,-0.5,37.04,31.1,0.0,0.0,0.0,3.7
2019-11-29,649,160,130,26,44,34,65,151,139,4.4,0.6,39.92,33.08,0.0,0.0,0.0,2.9
2019-11-30,664,197,121,20,33,40,71,153,133,4.4,2.2,39.92,35.96,9.4,0.0,0.0,5.9
2019-12-01,740,165,135,31,42,39,73,141,142,5.0,-0.5,41.0,31.1,2.8,3.0,0.0,4.5
2019-12-02,710,200,107,23,50,41,62,144,123,1.7,-1.6,35.06,29.12,0.0,0.0,0.0,4.6
2019-12-03,693,207,111,23,58,43,44,142,116,4.4,-1.6,39.92,29.12,0.0,0.0,0.0,5.3
2019-12-04,747,194,122,29,58,48,70,156,118,6.1,-0.5,42.980000000000004,31.1,0.0,0.0,0.0,5.4
2019-12-05,702,203,131,24,69,35,59,122,113,7.2,-2.7,44.96,27.14,0.0,0.0,0.0,3.0
2019-12-06,736,216,125,28,52,35,81,137,137,5.6,-2.7,42.08,27.14,0.0,0.0,0.0,4.4
2019-12-07,702,215,133,21,43,43,55,164,137,2.8,-3.8,37.04,25.16,0.0,0.0,0.0,3.7
2019-12-08,672,133,158,24,48,31,83,149,172,8.3,1.1,46.94,33.98,0.0,0.0,0.0,4.6
2019-12-09,708,202,115,35,60,39,62,140,130,8.3,-4.3,46.94,24.26,1.3,0.0,0.0,5.8
2019-12-10,675,197,101,25,55,34,61,127,112,-4.3,-9.9,24.26,14.18,0.0,0.0,0.0,5.3
2019-12-11,606,152,98,16,61,30,54,120,123,-4.3,-10.5,24.26,13.100000000000001,0.0,3.0,0.0,3.3
2019-12-12,657,199,102,33,52,26,78,128,116,7.2,-7.1,44.96,19.22,0.0,0.0,0.0,5.5
2019-12-13,733,190,137,32,59,29,68,127,125,7.2,1.1,44.96,33.98,0.0,0.0,0.0,2.2
2019-12-14,682,206,149,21,39,24,66,126,120,1.7,-4.3,35.06,24.26,0.0,0.0,0.0,4.2
2019-12-15,658,156,137,25,39,31,57,155,143,-3.2,-7.1,26.240000000000002,19.22,0.0,0.0,0.0,2.7
2019-12-16,625,161,117,33,49,25,59,132,103,-1.0,-4.3,30.2,24.26,0.3,8.0,0.0,3.0
2019-12-17,671,169,132,28,43,28,45,121,113,-1.6,-7.1,29.12,19.22,0.0,0.0,0.0,4.8
2019-12-18,654,189,131,24,28,44,46,141,116,-2.7,-12.1,27.14,10.220000000000002,0.0,0.0,0.0,3.9
2019-12-19,687,202,117,32,54,22,46,120,134,1.7,-9.3,35.06,15.259999999999998,0.0,0.0,0.0,3.8
2019-12-20,729,215,107,35,39,39,68,140,106,5.0,-4.9,41.0,23.18,0.0,0.0,0.0,2.5
2019-12-21,747,194,145,28,58,37,69,141,142,8.3,0.0,46.94,32.0,0.0,0.0,0.0,3.4
2019-12-22,682,156,121,23,56,39,73,160,133,11.1,0.6,51.98,33.08,0.0,0.0,0.0,4.5
2019-12-23,691,176,109,34,66,37,66,124,118,11.1,0.6,51.98,33.08,0.0,0.0,0.0,3.4
2019-12-24,624,170,116,32,47,24,84,113,130,12.8,-1.0,55.04,30.2,0.0,0.0,0.0,3.6
2019-12-25,511,92,148,17,52,9,75,82,188,13.9,2.8,57.02,37.04,0.0,0.0,0.0,3.9
2019-12-26,611,133,116,25,48,44,73,139,125,16.1,2.8,60.980000000000004,37.04,0.0,0.0,0.0,5.0
2019-12-27,695,187,102,35,34,55,68,162,122,2.8,-2.1,37.04,28.22,0.0,0.0,0.0,3.2
2019-12-28,640,139,116,25,54,45,54,140,131,8.9,-2.7,48.02,27.14,7.1,0.0,0.0,3.1
2019-12-29,690,158,156,18,43,46,74,155,172,13.9,8.3,57.02,46.94,23.6,0.0,0.0,4.9
2019-12-30,617,164,107,26,52,32,64,128,125,8.3,-2.7,46.94,27.14,2.3,18.0,0.0,7.9
2019-12-31,554,120,120,22,29,32,50,118,118,-2.1,-4.3,28.22,24.26,2.0,20.0,50.0,6.5
2020-01-01,1098,126,238,24,59,30,104,195,313,5.6,-6.0,42.08,21.2,0.0,0.0,0.0,5.3
2020-01-02,638,171,99,24,38,30,67,132,108,8.9,2.8,48.02,37.04,0.0,0.0,0.0,5.2
2020-01-03,702,152,128,26,57,52,54,167,131,5.0,0.6,41.0,33.08,0.0,0.0,0.0,2.7
2020-01-04,639,132,144,29,41,40,67,165,145,0.6,-3.2,33.08,26.240000000000002,0.8,13.0,30.0,4.1
2020-01-05,626,118,127,28,46,44,62,145,155,5.6,-4.3,42.08,24.26,0.0,0.0,0.0,6.2
2020-01-06,692,169,118,31,55,47,66,153,126,5.6,-2.7,42.08,27.14,0.0,0.0,0.0,4.3
2020-01-07,632,158,106,25,51,42,57,142,97,4.4,-2.1,39.92,28.22,0.0,0.0,0.0,4.8
2020-01-08,651,153,109,29,53,38,72,137,134,-1.6,-9.9,29.12,14.18,0.0,0.0,0.0,5.0
2020-01-09,634,158,89,25,46,41,54,112,104,10.0,-4.9,50.0,23.18,0.5,0.0,0.0,7.2
2020-01-10,626,163,112,28,43,37,42,138,115,10.0,2.2,50.0,35.96,21.3,0.0,0.0,5.1
2020-01-11,562,124,98,24,51,45,45,137,121,2.8,-3.8,37.04,25.16,9.4,53.0,0.0,11.2
2020-01-12,577,145,115,20,37,30,71,138,144,-0.5,-4.9,31.1,23.18,0.0,0.0,50.0,2.9
2020-01-13,651,154,101,22,62,36,68,124,129,0.6,-0.5,33.08,31.1,0.0,5.0,50.0,3.7
2020-01-14,664,170,105,22,55,46,49,146,102,3.9,-3.8,39.02,25.16,0.0,0.0,30.0,3.8
2020-01-15,658,152,107,30,54,38,51,148,126,2.2,-3.8,35.96,25.16,0.0,0.0,0.0,3.6
2020-01-16,677,166,118,23,53,37,75,147,118,-1.6,-11.6,29.12,11.120000000000001,0.0,0.0,0.0,5.2
2020-01-17,583,153,102,17,44,41,56,124,84,-1.6,-11.6,29.12,11.120000000000001,9.4,79.0,0.0,4.7
2020-01-18,561,135,116,15,50,38,46,126,126,1.7,-14.9,35.06,5.18,10.2,0.0,50.0,7.1
2020-01-19,504,121,114,11,40,30,44,135,123,-7.1,-16.6,19.22,2.1199999999999974,0.0,0.0,50.0,5.8
2020-01-20,625,152,107,20,48,56,49,159,129,-0.5,-8.2,31.1,17.240000000000002,0.0,0.0,50.0,3.0
2020-01-21,585,147,95,23,44,39,47,135,99,-1.6,-9.3,29.12,15.259999999999998,0.0,0.0,50.0,3.4
2020-01-22,635,119,128,26,61,41,51,141,125,1.1,-4.3,33.98,24.26,0.0,0.0,50.0,5.5
2020-01-23,595,138,105,25,48,57,37,146,103,1.1,-1.6,33.98,29.12,4.3,23.0,50.0,3.4
2020-01-24,660,172,100,22,49,34,62,143,118,2.8,0.0,37.04,32.0,10.2,0.0,30.0,2.1
2020-01-25,664,142,129,28,43,52,48,185,142,1.1,0.0,33.98,32.0,3.0,10.0,30.0,3.7
2020-01-26,608,128,128,16,44,32,50,149,137,0.6,-2.7,33.08,27.14,0.0,0.0,30.0,4.2
2020-01-27,700,171,132,23,53,43,56,150,124,1.7,-2.7,35.06,27.14,0.0,0.0,0.0,2.6
2020-01-28,682,158,121,31,46,49,53,170,119,0.6,-0.5,33.08,31.1,0.0,0.0,0.0,2.6
2020-01-29,623,155,90,27,52,43,55,148,103,1.1,-1.0,33.98,30.2,0.0,0.0,0.0,2.1
2020-01-30,619,145,98,22,49,51,68,144,97,1.7,0.0,35.06,32.0,0.0,0.0,0.0,1.6
2020-01-31,711,165,128,24,48,53,66,162,120,2.8,0.0,37.04,32.0,2.0,15.0,0.0,2.4
2020-02-01,820,189,139,27,56,38,81,176,155,3.3,1.1,37.94,33.98,0.3,0.0,0.0,5.1
2020-02-02,667,144,176,20,50,35,80,152,176,11.1,1.7,51.98,35.06,0.0,0.0,0.0,6.4
2020-02-03,746,180,118,31,55,55,81,162,119,8.9,-1.0,48.02,30.2,0.0,0.0,0.0,4.3
2020-02-04,649,136,112,24,54,60,61,178,111,3.9,-0.5,39.02,31.1,0.0,0.0,0.0,9.7
2020-02-05,634,182,106,23,46,46,39,147,102,0.6,-2.7,33.08,27.14,1.8,25.0,0.0,5.7
2020-02-06,557,142,98,21,37,44,46,141,118,-1.0,-2.7,30.2,27.14,1.3,36.0,30.0,5.8
2020-02-07,695,164,119,22,58,51,58,169,116,3.3,-4.3,37.94,24.26,0.0,5.0,50.0,3.5
2020-02-08,629,140,125,14,42,33,67,152,129,2.8,-2.1,37.04,28.22,0.0,0.0,0.0,2.8
2020-02-09,564,120,132,30,32,34,49,128,136,2.8,-3.8,37.04,25.16,3.6,25.0,0.0,4.5
2020-02-10,631,132,114,24,44,43,55,145,116,3.9,-3.2,39.02,26.240000000000002,0.0,0.0,0.0,2.6
2020-02-11,644,139,115,20,45,46,50,159,123,1.7,-3.2,35.06,26.240000000000002,0.0,0.0,0.0,4.3
2020-02-12,631,163,83,31,66,37,53,123,111,2.8,-4.3,37.04,24.26,4.6,51.0,0.0,2.4
2020-02-13,549,120,94,17,42,36,64,128,103,0.0,-15.5,32.0,4.100000000000001,0.8,38.0,80.0,5.5
2020-02-14,588,157,107,17,44,28,51,115,116,-9.3,-18.8,15.259999999999998,-1.8400000000000034,0.0,0.0,80.0,3.5
2020-02-15,596,143,124,14,42,27,73,127,137,0.6,-13.8,33.08,7.16,0.0,0.0,80.0,5.7
2020-02-16,619,122,142,15,40,30,59,146,145,6.1,-6.6,42.980000000000004,20.12,0.0,0.0,50.0,1.6
2020-02-17,603,130,112,17,47,37,70,154,150,5.0,-2.1,41.0,28.22,3.3,0.0,30.0,4.1
2020-02-18,669,171,136,25,52,39,59,126,134,3.9,-3.8,39.02,25.16,0.0,0.0,0.0,6.1
2020-02-19,585,130,105,28,49,31,46,127,103,-0.5,-8.8,31.1,16.16,0.0,0.0,0.0,3.9
2020-02-20,611,153,90,14,36,42,53,139,96,-3.8,-12.7,25.16,9.14,0.0,0.0,0.0,4.0
2020-02-21,657,157,103,27,56,55,60,150,118,3.3,-11.0,37.94,12.2,0.0,0.0,0.0,5.7
2020-02-22,685,150,153,19,53,43,76,161,140,10.6,-2.1,51.08,28.22,0.0,0.0,0.0,6.1
2020-02-23,662,124,143,24,55,38,82,147,135,12.8,1.7,55.04,35.06,0.0,0.0,0.0,4.7
2020-02-24,601,162,107,21,35,40,49,126,99,6.1,1.7,42.980000000000004,35.06,0.0,0.0,0.0,5.5
2020-02-25,518,113,100,19,43,33,50,121,116,5.0,0.6,41.0,33.08,1.5,18.0,0.0,10.4
2020-02-26,604,109,107,20,55,49,62,150,126,0.6,-3.2,33.08,26.240000000000002,2.5,25.0,30.0,7.2
2020-02-27,565,127,97,21,51,39,43,143,101,0.0,-6.0,32.0,21.2,0.0,0.0,30.0,4.4
2020-02-28,658,145,116,20,53,45,64,143,108,-1.0,-7.1,30.2,19.22,0.0,0.0,30.0,4.1
2020-02-29,588,132,115,14,48,43,61,158,122,2.8,-8.2,37.04,17.240000000000002,0.0,0.0,0.0,4.0
2020-03-01,766,138,147,15,46,41,103,167,172,15.6,-1.0,60.08,30.2,0.0,0.0,0.0,5.8
2020-03-02,604,144,103,14,52,31,66,131,117,10.0,1.1,50.0,33.98,0.0,0.0,0.0,2.6
2020-03-03,637,152,107,24,60,40,59,135,126,9.4,0.0,48.92,32.0,0.0,0.0,0.0,5.1
2020-03-04,627,145,109,18,68,42,57,135,131,9.4,0.0,48.92,32.0,0.0,0.0,0.0,3.5
2020-03-05,589,139,110,15,49,39,59,137,108,11.7,0.6,53.06,33.08,0.0,0.0,0.0,6.4
2020-03-06,709,153,138,23,54,42,66,160,142,4.4,-2.1,39.92,28.22,0.0,0.0,0.0,6.4
2020-03-07,591,121,136,20,44,24,65,133,140,11.7,-3.8,53.06,25.16,0.0,0.0,0.0,4.8
2020-03-08,640,135,148,19,57,40,75,142,117,19.4,5.6,66.92,42.08,0.0,0.0,0.0,7.4
2020-03-09,571,127,124,21,48,33,49,120,127,13.9,8.9,57.02,48.02,21.1,0.0,0.0,7.0
2020-03-10,565,130,106,14,49,43,48,136,101,10.6,1.7,51.08,35.06,0.0,0.0,0.0,3.7
2020-03-11,591,158,101,15,63,40,59,124,120,7.2,2.2,44.96,35.96,0.0,0.0,0.0,2.6
2020-03-12,634,117,134,16,60,49,60,142,138,14.4,2.8,57.92,37.04,0.3,0.0,0.0,4.8
2020-03-13,680,147,130,24,52,46,81,144,132,10.0,1.1,50.0,33.98,0.0,0.0,0.0,6.3
2020-03-14,621,124,153,18,52,35,60,154,149,4.4,0.6,39.92,33.08,0.3,0.0,0.0,5.5
2020-03-15,596,115,152,27,47,22,68,123,150,5.6,-0.5,42.08,31.1,0.0,0.0,0.0,4.5
2020-03-16,530,118,101,17,50,29,53,108,117,4.4,-1.0,39.92,30.2,1.0,0.0,0.0,2.3
2020-03-17,579,117,112,14,48,29,64,129,121,10.0,2.2,50.0,35.96,0.0,0.0,0.0,3.5
2020-03-18,533,108,107,17,54,23,64,88,138,7.8,3.9,46.04,39.02,7.4,0.0,0.0,3.1
2020-03-19,477,89,109,32,39,17,52,77,117,17.8,5.0,64.04,41.0,5.6,0.0,0.0,4.3
2020-03-20,507,99,118,17,39,6,77,54,122,17.2,-0.5,62.959999999999994,31.1,1.5,0.0,0.0,6.9
2020-03-21,441,80,106,16,53,6,54,51,132,1.7,-3.2,35.06,26.240000000000002,0.0,0.0,0.0,4.6
2020-03-22,379,72,104,15,29,7,47,46,144,2.8,-3.2,37.04,26.240000000000002,4.1,56.0,0.0,3.1
2020-03-23,397,85,83,12,31,9,60,53,94,7.2,0.6,44.96,33.08,1.3,25.0,80.0,2.1
2020-03-24,425,80,106,19,42,3,54,65,129,9.4,1.1,48.92,33.98,0.0,0.0,0.0,2.9
2020-03-25,439,70,94,19,49,8,63,54,105,14.4,0.0,57.92,32.0,0.0,0.0,0.0,3.3
2020-03-26,426,94,91,13,48,8,41,58,99,11.1,3.3,51.98,37.94,0.0,0.0,0.0,4.8
2020-03-27,427,88,92,21,39,9,53,49,110,10.0,2.8,50.0,37.04,8.4,0.0,0.0,4.6
2020-03-28,471,96,133,21,39,9,51,56,129,19.4,6.7,66.92,44.06,37.6,0.0,0.0,4.1
2020-03-29,502,106,129,19,39,2,72,60,153,17.2,6.7,62.959999999999994,44.06,0.0,0.0,0.0,9.3
